30,2,147.82,30
24,2,794.44,35
30,2,1059.8,25
30,2,978.05,20
4,1,745.1,4
4,1,603.99,4
6,1,715.94,5
28,2,813.47,20
32,2,985.1,30
32,2,902.9,40
26,2,1112.8,35
30,2,1447.1,30
6,1,938.78,6
5,1,871.36,5
3,1,662.31,3
24,2,764.92,20
28,2,812.06,25
30,2,807.57,30
30,2,1058.2,35
28,2,953.27,20
5,1,754.33,5
30,2,850.95,20
30,2,1008.9,25
34,2,750.61,30
28,2,1351.7,25
26,2,784.56,20
32,2,981.2,24
5,1,887.8,4
5,1,843.65,4
5,1,726.39,5
3,1,414.38,3
24,2,861.13,20
32,2,732.47,25
30,2,1185.7,25
30,2,923.38,30
2,1,518.28,2
5,1,817.32,4
6,1,712.02,5
5,1,733.42,5
30,2,697.12,25
5,1,963.81,4
5,1,751.75,4
2,1,394.74,2
32,2,546.39,25
26,2,1191.9,20
28,2,1094.9,30
24,2,1113.9,20
30,2,1194.9,20
32,2,812,25
5,1,964.78,5
5,1,751.66,5
6,1,1131,6
3,1,669.75,3
5,1,910.39,5
5,1,899.68,5
3,1,585.19,3
30,2,833.47,20
30,2,971.16,25
1,1,462.59,1
3,1,276.64,3
5,1,761.88,5
4,1,712.29,4
32,2,684.1,20
28,2,926.94,20
30,2,1027.8,25
4,1,395.92,4
4,1,840.95,4
6,1,894.65,6
32,2,1849.3,19
28,2,1412.1,24
30,2,944.83,25
4,1,677.91,4
2,1,476.17,2
5,1,740.2,5
5,1,894.99,5
3,1,653.04,3
3,1,569.57,3
34,2,1262.5,30
30,2,1292.9,30
24,2,547.98,20
28,2,807.8,25
24,2,1317.4,30
30,2,773.92,40
34,2,1295.3,35
6,1,880.2,6
2,1,479.95,2
28,2,1611.6,25
30,2,743.72,20
34,2,812.83,20
30,2,1445.8,30
30,2,1353.3,30
30,2,974.04,25
6,1,1121.3,5
1,1,362.31,1
3,1,340.54,3
30,2,1079.6,20
4,1,288.75,3
1,1,533.81,1
24,2,955.46,20
30,2,1347,25
32,2,749.68,30
34,2,387.41,30
5,1,1255.8,5
2,1,550.02,2
4,1,270.61,4
6,1,711.79,6
34,2,1771.4,25
32,2,984.88,30
32,2,1141.8,30
4,1,751.16,4
1,1,503.17,1
6,1,366.73,6
4,1,452.4,4
4,1,857.21,4
4,1,310.61,4
24,2,571.29,20
30,2,793.02,25
30,2,1002.7,30
28,2,890.68,30
28,2,1301.5,30
30,2,781.59,25
4,1,746.67,4
3,1,622.04,3
1,1,447.8,1
3,1,586.53,3
2,1,453.85,2
4,1,645.69,4
2,1,218.91,2
30,2,816.78,20
26,2,1327.7,15
30,2,672.31,25
30,2,832.18,20
30,2,1035.8,20
28,2,1443.9,20
1,1,635.8,1
24,2,1219.8,25
26,2,990.05,25
4,1,655.8,4
26,2,961.09,20
32,2,498.32,20
24,2,1041,25
30,2,1153.6,20
30,2,1077.2,25
34,2,774.85,30
5,1,812.27,4
3,1,640.09,3
4,1,662.86,4
28,2,732.95,20
32,2,608.12,25
30,2,847.94,25
3,1,631.25,3
4,1,730.27,4
2,1,504.65,2
5,1,817.37,5
32,2,1371.1,15
26,2,756.73,20
3,1,613.36,3
4,1,317.35,4
4,1,335.58,4
3,1,306.49,3
1,1,411.32,1
4,1,238.68,4
5,1,777.19,5
30,2,1171.3,25
32,2,1216.8,30
24,2,1113.4,30
28,2,1003.3,25
3,1,562.68,3
2,1,426.85,2
5,1,259.21,5
6,1,586.94,6
1,1,385.46,1
28,2,1284.9,15
32,2,823.4,20
4,1,715.99,4
26,2,904.33,20
24,2,1012.1,20
34,2,783.9,25
32,2,898.89,25
24,2,1012.4,20
30,2,668.19,20
4,1,340.5,4
3,1,354.54,3
3,1,236.76,3
4,1,689.32,4
32,2,474.9,20
28,2,600.39,20
4,1,919.75,3
2,1,473.33,2
28,2,762.83,20
30,2,881.88,20
32,2,1484.9,25
34,2,1060.5,25
4,1,904.29,4
5,1,545.22,5
4,1,1000.9,4
30,2,998.39,25
34,2,1206.3,30
28,2,940.25,30
5,1,943.24,6
